date,day_start_ts_s,price_open_usd,price_high_usd,price_low_usd,price_close_usd,market_cap_close_usd,volume_24h_close_usd
2025-07-26,1753488000.0,3721.680063676286,3764.564448073346,3707.435966690273,3752.941889991397,452969936606.7207,25435385221.81485
2025-07-27,1753574400.0,3742.4314258659915,3859.495264607309,3742.4314258659915,3859.495264607309,466417445282.43353,28477938248.415363
2025-07-28,1753660800.0,3869.230122572728,3933.786596276379,3779.295563453658,3782.2004608029283,456795408555.7481,38773054003.95649
2025-07-29,1753747200.0,3786.303845995956,3874.2693117607973,3749.2167211862593,3790.6449244117252,457543237688.52313,33780658020.22292
2025-07-30,1753833600.0,3788.5983716058226,3827.3983365158124,3731.7673464568343,3766.3455892125785,454288580746.0802,31660849696.286446
2025-07-31,1753920000.0,3807.3816139916844,3874.374239719539,3710.0663631664465,3710.0663631664465,447779189599.0563,30995344152.76807
2025-08-01,1754006400.0,3696.6628530851194,3713.0151370332537,3463.211041724805,3463.211041724805,417616311522.79224,39382724508.47944
2025-08-02,1754092800.0,3490.126027261797,3532.413223233703,3380.723061341434,3415.1727392636453,412373367939.68994,24212838445.641026
2025-08-03,1754179200.0,3400.741514835749,3504.0964904344964,3400.741514835749,3504.0964904344964,422978267247.3287,18899399715.24646
2025-08-04,1754265600.0,3497.7884248520922,3730.3107463400283,3497.7884248520922,3730.3107463400283,450133058323.8951,27231528009.658325
2025-08-05,1754352000.0,3715.7090148550706,3715.7090148550706,3560.330481668972,3599.846423184819,434470000036.7881,29292490845.12567
2025-08-06,1754438400.0,3611.964869972736,3683.791758752275,3575.691187845531,3680.691803389612,444240223982.1701,23558955415.317265
2025-08-07,1754524800.0,3684.0459195726726,3917.167012815971,3658.659435194068,3917.167012815971,471968438773.1698,26398968700.631393
2025-08-08,1754611200.0,3907.6010172319807,4056.9088873365745,3884.6407128317596,4027.2361515479383,486200373220.2562,38563199185.465004
2025-08-09,1754697600.0,4012.97697001236,4284.838916253817,4012.97697001236,4263.267795859384,514790281482.81024,35703224675.26255
2025-08-10,1754784000.0,4265.188124390236,4300.925681645424,4175.734323237676,4238.311728364265,511602379508.0913,29802147122.38773
